user_id,impressions,revenue,rpi,Unity,Facebook,Admob
1010982,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010983,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010984,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010985,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010986,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010987,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010988,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010989,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010990,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010991,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010992,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010993,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010994,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010995,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010996,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010997,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010998,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1010999,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011000,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011001,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011002,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011003,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011004,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011005,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011006,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011007,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011008,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011009,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011010,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011011,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011012,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011013,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011014,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011015,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011016,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011017,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011018,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011019,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011020,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011021,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011022,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011023,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011024,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011025,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011026,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011027,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011028,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011029,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011030,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011031,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011032,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011033,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011034,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011035,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011036,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011037,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011038,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011039,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011040,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011041,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011042,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011043,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011044,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011045,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011046,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011047,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011048,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011049,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011050,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011051,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011052,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011053,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011054,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011055,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011056,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011057,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011058,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011059,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011060,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011061,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011062,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011063,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011064,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011065,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011066,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011067,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011068,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011069,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011070,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011071,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011072,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011073,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011074,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011075,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011076,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011077,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011078,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011079,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011080,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011081,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011082,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011083,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011084,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011085,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011086,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011087,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011088,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011089,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011090,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011091,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011092,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011093,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011094,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011095,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011096,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011097,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011098,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011099,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011100,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011101,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011102,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011103,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011104,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011105,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011106,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011107,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011108,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011109,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011110,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011111,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011112,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011113,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011114,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011115,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011116,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011117,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011118,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011119,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011120,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011121,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011122,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011123,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011124,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011125,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011126,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011127,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011128,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011129,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011130,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011131,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011132,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011133,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011134,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011135,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011136,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011137,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011138,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011139,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011140,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011141,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011142,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011143,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011144,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011145,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011146,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011147,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011148,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011149,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011150,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011151,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011152,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011153,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011154,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011155,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011156,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011157,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011158,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011159,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011160,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011161,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011162,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011163,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011164,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011165,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011166,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011167,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011168,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011169,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011170,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011171,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011172,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011173,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011174,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011175,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011176,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011177,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011178,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011179,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011180,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011181,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011182,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011183,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011184,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011185,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011186,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011187,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011188,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011189,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011190,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011191,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011192,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011193,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011194,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011195,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011196,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011197,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011198,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011199,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011200,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011201,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011202,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011203,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011204,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011205,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011206,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011207,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011208,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011209,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011210,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011211,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011212,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011213,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011214,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011215,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011216,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011217,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011218,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011219,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011220,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011221,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011222,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011223,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011224,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011225,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011226,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011227,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011228,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011229,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011230,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011231,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011232,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011233,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011234,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011235,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011236,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011237,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011238,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011239,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011240,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011241,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011242,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011243,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011244,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011245,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011246,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011247,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011248,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011249,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011250,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011251,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011252,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011253,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011254,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011255,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011256,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011257,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011258,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011259,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011260,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011261,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011262,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011263,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011264,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011265,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011266,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011267,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011268,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011269,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011270,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011271,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011272,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011273,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011274,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011275,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011276,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011277,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011278,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011279,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011280,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011281,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011282,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011283,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011284,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011285,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011286,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011287,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011288,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011289,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011290,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011291,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011292,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011293,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011294,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011295,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011296,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011297,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011298,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011299,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011300,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011301,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011302,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011303,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011304,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011305,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011306,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011307,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011308,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011309,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011310,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011311,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011312,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
1011313,1,0,0,"1,6,0,0.03","5,5,0,0.03","6,1,0,0.03"
